RouteID,RouteName,RouteType,Time_s,Speed_kmh,Grade_pct,StopFlag,AuxMultiplier
VECTO-URBAN,EU VECTO Urban Bus,Urban,35,18.4,5.21166666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,36,18.4,5.82277777777778,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,37,14.1,6.17416666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,38,14.1,6.38291666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,39,14.1,6.49178571428571,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,40,14.1,6.43583333333333,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,41,14.1,6.35305555555556,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,42,14.1,6.18375,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,43,14.1,5.83791666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,44,14.1,5.48416666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,45,14.1,5.09250000000001,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,46,13.042500000001,4.53104166666665,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,47,8.36250000000096,4.13645833333326,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,48,3.68250000000096,3.90187499999988,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,49,7.28250000000096,3.69593749999974,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,50,2.60250000000096,3.4,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,51,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,52,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,53,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,54,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,55,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,56,0,3.4,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,57,0,3.4,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,58,3.6,3.4,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,59,7.2,3.1,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,60,10.8,2.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,61,14.4,2.2,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,62,18,1.4,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,63,21.6,0.5,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,64,25.2,-0.5,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,65,28.8,-1.6,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,66,31.2,-2.45,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,67,31.2,-3.2,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,68,34.8,-3.75833333333333,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,69,37.1,-4.15381944444444,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,70,37.1,-4.44861111111111,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,71,37.1,-4.67939814814815,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,72,37.1,-4.83836805555555,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,73,36.4032407407407,-4.9,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,74,35.1049689929127,-4.9,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,75,33.8320469307594,-4.9,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,76,33.6,-4.7141654784055,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,77,33.6,-4.46291488427491,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,78,33.6,-4.10610873458877,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,79,33.6,-3.54249643521649,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,80,33.6,-2.85165953709965,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,81,33.6,-2.01832620376632,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,82,33.6,-1.24249643521649,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,83,33.6,-0.277489305649487,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,84,33.6,0.490836898116837,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,85,33.6,1.3575035647835,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,86,33.6,1.97417023145017,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,87,33.6,2.39389126541122,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,88,33.8,2.59158679233252,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,89,33.8,2.52452330026902,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,90,33.8,2.40073955247957,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,91,33.8,2.16638710649714,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,92,33.8,1.90666488427491,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,93,33.8,1.66462844136846,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,94,33.8,1.45814695988698,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,95,33.8,1.33444365227033,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,96,33.8,1.2516233831957,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,97,33.8,1.18928860370621,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,98,33.8,1.15173304815065,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,99,33.8,1.1141774925951,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,100,33.8,1.06103656173257,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,101,33.8,0.99787813973633,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,102,33.8,0.912524604382795,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,103,33.8,0.810986862146873,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,104,33.8,0.68249910880412,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,105,33.8,0.569011553504897,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,106,33.8,0.475555007127321,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,107,33.8,0.403332784905099,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,108,33.8,0.449753482506811,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,109,29.12,0.498302865222861,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,110,24.44,0.5,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,111,19.76,0.585445870357855,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,112,18.4,0.638102445982439,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,113,16.1461809176559,0.678086451674171,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,114,11.942148319211,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,115,8.52399185123245,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,116,6.03340336488215,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,117,4.26186849731265,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,118,3.00900472572278,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,119,2.12418946577667,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,120,1.49951504035612,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,121,1.05853512691134,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,122,0.747238016608979,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,123,0.527487845704412,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,124,0.372362476216547,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,125,0.262856881485455,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,126,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,127,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,128,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,129,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,130,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,131,0,0.7,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,132,0,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,133,3.6,0.7,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,134,7.2,0.683333333333333,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,135,10.8,0.641666666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,136,14.4,0.5875,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,137,18,0.53125,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,138,21.6,0.466666666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,139,25.2,0.392857142857143,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,140,28.8,0.285714285714286,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,141,28.9,0.179861111111111,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,142,28.9,0.0996527777777771,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,143,28.9,0.0327546296296286,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,144,28.9,0.00470945083014069,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,145,28.9,0.0139367816091957,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,146,28.9,0.0231641123882506,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,147,28.9,0.0323914431673056,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,148,28.9,0.0416187739463606,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,149,28.9,0.0508461047254156,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,150,28.9,0.0600734355044705,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,151,28.9,0.0693007662835255,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,152,28.9,0.0785280970625805,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,153,28.9,0.0877554278416355,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,154,28.9,0.0969827586206904,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,155,28.9,0.160030864197539,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,156,28.9,0.263293650793662,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,157,28.9,0.424305555555569,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,158,28.9,0.6121527777778,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,159,28.9,0.812847222222246,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,160,24.22,0.997291666666689,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,161,27.82,1.07119444444445,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,162,23.14,0.960034722222211,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,163,18.46,0.875624999999977,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,164,13.78,0.8,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,165,9.1,0.8,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,166,4.42,0.8,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,167,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,168,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,169,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,170,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,171,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,172,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,173,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,174,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,175,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,176,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,177,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,178,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,179,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,180,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,181,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,182,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,183,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,184,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,185,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,186,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,187,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,188,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,189,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,190,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,191,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,192,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,193,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,194,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,195,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,196,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,197,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,198,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,199,0,0.8,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,200,0,0.8,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,201,3.6,0.8,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,202,7.2,0.6,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,203,10.8,0.45,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,204,13.6,0.211111111111109,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,205,13.6,-0.0666666666666742,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,206,13.6,-0.522222222222229,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,207,17.2,-0.87222222222224,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,208,20.8,-1.40000000000005,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,209,24.4,-2.12777777777781,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,210,28,-3.05555555555559,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,211,29.6,-3.85555555555559,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,212,29.6,-4.6388888888889,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,213,29.6,-5.15000000000001,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,214,33.2,-5.55740740740741,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,215,36.8,-5.67962962962963,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,216,37.5,-5.58472222222222,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,217,37.5,-5.39548611111111,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,218,37.5,-5.06006944444444,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,219,37.5,-4.69930555555555,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,220,37.5,-4.12847222222222,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,221,37.5,-3.70763888888889,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,222,37.5,-3.08680555555555,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,223,37.5,-2.61597222222222,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,224,37.5,-2.09513888888888,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,225,37.5,-1.7162037037037,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,226,37.5,-1.36782407407407,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,227,37.5,-1.21066919191919,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,228,37.5,-1.25801767676768,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,229,37.5,-1.31475694444445,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,230,33.3,-1.42534722222223,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,231,33.3,-1.62527777777779,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,232,33.3,-1.75513888888889,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,233,33.3,-1.74045138888888,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,234,33.3,-1.61408730158729,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,235,28.62,-1.37953703703702,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,236,23.94,-1.10430555555554,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,237,19.26,-0.804305555555538,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,238,14.58,-0.538611111111072,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,239,9.9,-0.299305555555532,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,240,13.5,-0.0868055555555316,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,241,8.82,0.1,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,242,4.14,0.1,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,243,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,244,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,245,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,246,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,247,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,248,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,249,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,250,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,251,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,252,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,253,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,254,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,255,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,256,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,257,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,258,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,259,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,260,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,261,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,262,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,263,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,264,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,265,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,266,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,267,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,268,0,0.1,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,269,0,0.1,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,270,3.6,0.1,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,271,7.2,0.2,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,272,10.8,0.375,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,273,14.4,0.55,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,274,18,0.725,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,275,21.6,0.925,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,276,25.2,1.05,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,277,28.8,1.03333333333333,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,278,32.4,0.907142857142857,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,279,34.2,0.68125,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,280,34.2,0.41875,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,281,34.2,0.141666666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,282,34.2,-0.0607142857142857,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,283,34.2,-0.0325,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,284,34.2,0.0892857142857143,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,285,34.2,0.41875,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,286,34.2,0.925,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,287,34.2,1.5875,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,288,34.2,2.325,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,289,34.2,3.0375,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,290,34.2,3.7125,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,291,34.2,4.09166666666667,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,292,29.52,4.13777777777778,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,293,24.84,3.995,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,294,20.16,3.73000000000001,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,295,23.76,3.35000000000002,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,296,19.08,2.87750000000001,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,297,14.4,2.59000000000001,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,298,9.72,2.3,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,299,5.04,2.3,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,300,0.36,2.3,0,1
VECTO-URBAN,EU VECTO Urban Bus,Urban,301,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,302,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,303,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,304,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,305,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,306,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,307,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,308,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,309,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,310,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,311,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,312,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,313,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,314,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,315,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,316,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,317,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,318,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,319,0,2.3,1,1.1
VECTO-URBAN,EU VECTO Urban Bus,Urban,320,0,2.3,1,1.1
